year,season,plot,quadrat,species,abundance,cover,cf,notes
1982,winter,9,77,mala fend,1,,,
1982,winter,9,77,phac ariz,7,,,
1982,winter,9,77,sper echi,2,,,
1982,winter,9,77,tide sp,1,,,
1982,winter,10,11,cryp cras,1,,,
1982,winter,10,11,eria diff,85,,,
1982,winter,10,11,erio aber,29,,,
1982,winter,10,11,hapl grac,10,,,
1982,winter,10,11,lepi lasi,1,,,
1982,winter,10,17,cryp cras,2,,,
1982,winter,10,17,cryp micr,2,,,
1982,winter,10,17,eria diff,423,,,
1982,winter,10,17,erig dive,3,,,
1982,winter,10,17,erio aber,145,,,
1982,winter,10,17,mala fend,7,,,
1982,winter,10,33,eria diff,40,,,
1982,winter,10,33,erio aber,122,,,
1982,winter,10,33,mala fend,5,,,
1982,winter,10,35,cryp cras,1,,,
1982,winter,10,35,desc pinn,1,,,
1982,winter,10,35,eria diff,324,,,
1982,winter,10,35,erio aber,82,,,
1982,winter,10,35,mala fend,3,,,
1982,winter,10,53,cryp cras,2,,,
1982,winter,10,53,eria diff,201,,,
1982,winter,10,53,erio aber,171,,,
1982,winter,10,53,mala fend,4,,,
1982,winter,10,53,tide sp,1,,,
1982,winter,10,55,cryp micr,3,,,
1982,winter,10,55,eria diff,76,,,
1982,winter,10,55,erio aber,22,,,
1982,winter,10,55,mala fend,3,,,
1982,winter,10,71,cryp cras,20,,,
1982,winter,10,71,desc pinn,8,,,
1982,winter,10,71,eria diff,24,,,
1982,winter,10,71,erio aber,191,,,
1982,winter,10,71,erod cicu,7,,,
1982,winter,10,71,hapl grac,3,,,
1982,winter,10,71,lepi lasi,2,,,
1982,winter,10,71,mala fend,13,,,
1982,winter,10,71,phac ariz,1,,,
1982,winter,10,71,tide sp,5,,,
1982,winter,10,77,desc pinn,5,,,
1982,winter,10,77,eria diff,10,,,
1982,winter,10,77,erio aber,89,,,
1982,winter,10,77,mala fend,4,,,
1982,winter,10,77,phac ariz,1,,,
1982,winter,11,11,cryp cras,2,,,
1982,winter,11,11,cryp micr,14,,,
1982,winter,11,11,desc pinn,12,,,
1982,winter,11,11,eria diff,216,,,
1982,winter,11,11,erio aber,270,,,
1982,winter,11,11,gili sinu,2,,,
1982,winter,11,11,mala fend,10,,,
1982,winter,11,17,desc pinn,11,,,
1982,winter,11,17,eria diff,54,,,
1982,winter,11,17,erio aber,355,,,
1982,winter,11,17,tide sp,5,,,
1982,winter,11,33,eria diff,51,,,
1982,winter,11,33,erio aber,46,,,
1982,winter,11,33,mala fend,6,,,
1982,winter,11,35,cryp cras,3,,,
1982,winter,11,35,desc pinn,11,,,
1982,winter,11,35,eria diff,93,,,
1982,winter,11,35,erio aber,477,,,
1982,winter,11,35,mala fend,12,,,
1982,winter,11,53,desc pinn,10,,,
1982,winter,11,53,eria diff,8,,,
1982,winter,11,53,erio aber,145,,,
1982,winter,11,53,lesq gord,1,,,
1982,winter,11,53,mala fend,2,,,
1982,winter,11,53,phac ariz,2,,,
1982,winter,11,53,tide sp,2,,,
1982,winter,11,55,desc pinn,12,,,
1982,winter,11,55,eria diff,27,,,
1982,winter,11,55,erio aber,75,,,
1982,winter,11,55,mala fend,11,,,
1982,winter,11,55,phac ariz,25,,,
1982,winter,11,71,eria diff,30,,,
1982,winter,11,71,erio aber,108,,,
1982,winter,11,71,mala fend,3,,,
1982,winter,11,71,tide sp,4,,,
1982,winter,11,77,erio aber,1,,,
1982,winter,13,11,bail mult,1,,,
1982,winter,13,11,cryp micr,1,,,
1982,winter,13,11,desc pinn,6,,,
1982,winter,13,11,eria diff,13,,,
1982,winter,13,11,erio aber,205,,,
1982,winter,13,11,mala fend,7,,,
1982,winter,13,11,phac ariz,2,,,
1982,winter,13,11,sper echi,1,,,
1982,winter,13,17,cryp cras,1,,,
1982,winter,13,17,cryp micr,2,,,
1982,winter,13,17,desc pinn,1,,,
1982,winter,13,17,eria diff,2,,,
1982,winter,13,17,erio aber,39,,,
1982,winter,13,17,gili sinu,3,,,
1982,winter,13,17,mala fend,4,,,
1982,winter,13,17,sper echi,2,,,
1982,winter,13,33,cryp micr,4,,,
1982,winter,13,33,desc pinn,16,,,
1982,winter,13,33,eria diff,16,,,
1982,winter,13,33,erio aber,115,,,
1982,winter,13,33,gili sinu,6,,,
1982,winter,13,33,phac ariz,1,,,
1982,winter,13,33,sper echi,9,,,
1982,winter,13,33,tide sp,2,,,
1982,winter,13,35,cryp micr,11,,,
1982,winter,13,35,desc pinn,5,,,
1982,winter,13,35,eria diff,3,,,
1982,winter,13,35,erio aber,42,,,
1982,winter,13,35,gili sinu,11,,,
1982,winter,13,35,mala fend,4,,,
1982,winter,13,53,cryp cras,1,,,
1982,winter,13,53,desc pinn,6,,,
1982,winter,13,53,eria diff,3,,,
1982,winter,13,53,erio aber,224,,,
1982,winter,13,53,mala fend,11,,,
1982,winter,13,55,desc pinn,2,,,
1982,winter,13,55,erio aber,43,,,
1982,winter,13,55,mala fend,5,,,
1982,winter,13,55,phac ariz,3,,,
1982,winter,13,55,sper echi,3,,,
1982,winter,13,71,cryp cras,2,,,
1982,winter,13,71,desc pinn,5,,,
1982,winter,13,71,eria diff,6,,,
1982,winter,13,71,erio aber,90,,,
1982,winter,13,71,gili sinu,1,,,
1982,winter,13,71,mala fend,17,,,
1982,winter,13,71,phac ariz,2,,,
1982,winter,13,77,bail mult,1,,,
1982,winter,13,77,eria diff,5,,,
1982,winter,13,77,erio aber,88,,,
1982,winter,13,77,mala fend,4,,,
1982,winter,14,11,cryp cras,3,,,
1982,winter,14,11,desc pinn,21,,,
1982,winter,14,11,eria diff,9,,,
1982,winter,14,11,erio aber,178,,,
1982,winter,14,11,mala fend,5,,,
1982,winter,14,11,phac ariz,1,,,
1982,winter,14,11,sper echi,3,,,
1982,winter,14,11,tide sp,8,,,
1982,winter,14,17,desc pinn,7,,,
1982,winter,14,17,eria diff,5,,,
1982,winter,14,17,erio aber,39,,,
1982,winter,14,17,mala fend,25,,,
1982,winter,14,17,phac ariz,4,,,
1982,winter,14,17,tide sp,2,,,
1982,winter,14,33,desc pinn,34,,,
1982,winter,14,33,erio aber,102,,,
1982,winter,14,35,cryp cras,1,,,
1982,winter,14,35,desc pinn,32,,,
1982,winter,14,35,erio aber,221,,,
1982,winter,14,35,mala fend,1,,,
1982,winter,14,53,erio aber,31,,,
1982,winter,14,53,mala fend,2,,,
1982,winter,14,53,phac ariz,3,,,
1982,winter,14,53,tide sp,1,,,
1982,winter,14,55,desc pinn,3,,,
1982,winter,14,55,erio aber,10,,,
1982,winter,14,71,desc pinn,2,,,
1982,winter,14,71,erio aber,36,,,
1982,winter,14,77,erio aber,5,,,
1982,winter,14,77,mala fend,2,,,
1982,winter,14,77,phac ariz,6,,,
1982,winter,16,11,desc pinn,1,,,
1982,winter,16,11,erio aber,11,,,
1982,winter,16,17,eria diff,10,,,
1982,winter,16,17,erio aber,110,,,
1982,winter,16,17,mala fend,8,,,
1982,winter,16,33,astr nutt,1,,,
1982,winter,16,33,cryp cras,1,,,
1982,winter,16,33,cryp micr,1,,,
1982,winter,16,33,desc pinn,1,,,
1982,winter,16,33,eria diff,3,,,
1982,winter,16,33,erio aber,33,,,
1982,winter,16,33,erod cicu,15,,,
1982,winter,16,35,cryp cras,1,,,
1982,winter,16,35,desc pinn,1,,,
1982,winter,16,35,eria diff,1,,,
1982,winter,16,35,erio aber,11,,,
1982,winter,16,35,mala fend,40,,,
1982,winter,16,35,sper echi,1,,,
1982,winter,16,53,bail mult,1,,,
1982,winter,16,53,eria diff,27,,,
1982,winter,16,53,erio aber,96,,,
1982,winter,16,53,mala fend,11,,,
1982,winter,16,53,nama hisp,4,,,
1982,winter,16,55,cryp cras,1,,,
1982,winter,16,55,desc pinn,3,,,
1982,winter,16,55,erio aber,22,,,
1982,winter,16,55,mala fend,1,,,
1982,winter,16,71,cryp cras,1,,,
1982,winter,16,71,cryp micr,4,,,
1982,winter,16,71,desc pinn,47,,,
1982,winter,16,71,eria diff,50,,,
1982,winter,16,71,erio aber,86,,,
1982,winter,16,71,mala fend,18,,,
1982,winter,16,71,sper echi,3,,,
1982,winter,16,77,eria diff,1,,,
1982,winter,16,77,erio aber,17,,,
1982,winter,17,11,desc pinn,1,,,
1982,winter,17,11,eria diff,12,,,
1982,winter,17,11,erio aber,69,,,
1982,winter,17,11,mala fend,9,,,
1982,winter,17,11,phac ariz,2,,,
1982,winter,17,11,sper echi,1,,,
1982,winter,17,17,bail mult,5,,,
1982,winter,17,17,cryp cras,1,,,
1982,winter,17,17,desc pinn,12,,,
1982,winter,17,17,eria diff,17,,,
1982,winter,17,17,erio aber,91,,,
1982,winter,17,17,mala fend,4,,,
1982,winter,17,33,astr nutt,8,,,
1982,winter,17,33,cryp cras,1,,,
1982,winter,17,33,desc pinn,4,,,
1982,winter,17,33,eria diff,1,,,
1982,winter,17,33,erio aber,27,,,
1982,winter,17,33,mala fend,9,,,
1982,winter,17,35,cryp cras,1,,,
1982,winter,17,35,desc pinn,3,,,
1982,winter,17,35,eria diff,3,,,
1982,winter,17,35,erio aber,58,,,
1982,winter,17,35,mala fend,6,,,
1982,winter,17,35,sper echi,1,,,
1982,winter,17,53,desc pinn,3,,,
1982,winter,17,53,eria diff,10,,,
1982,winter,17,53,erio aber,31,,,
1982,winter,17,53,mala fend,2,,,
1982,winter,17,53,phac ariz,2,,,
1982,winter,17,53,sper echi,1,,,
1982,winter,17,53,tide sp,1,,,
1982,winter,17,55,bail mult,1,,,
1982,winter,17,55,desc pinn,3,,,
1982,winter,17,55,eria diff,6,,,
1982,winter,17,55,erio aber,41,,,
1982,winter,17,55,phac ariz,7,,,
1982,winter,17,71,cryp cras,3,,,
1982,winter,17,71,desc pinn,4,,,
1982,winter,17,71,eria diff,1,,,
1982,winter,17,71,erio aber,17,,,
1982,winter,17,71,phac ariz,1,,,
1982,winter,17,77,cryp cras,2,,,
1982,winter,17,77,desc pinn,34,,,
1982,winter,17,77,eria diff,5,,,
1982,winter,17,77,erio aber,59,,,
1982,winter,17,77,mala fend,2,,,
1982,winter,17,77,phac ariz,6,,,
1982,winter,17,77,sper echi,2,,,
1982,winter,18,11,desc pinn,5,,,
1982,winter,18,11,erio aber,22,,,
1982,winter,18,11,phac ariz,2,,,
1982,winter,18,17,cryp cras,1,,,
1982,winter,18,17,desc pinn,1,,,
1982,winter,18,17,erio aber,287,,,
1982,winter,18,17,lepi lasi,1,,,
1982,winter,18,17,phac ariz,1,,,
1982,winter,18,33,cryp cras,1,,,
1982,winter,18,33,desc pinn,10,,,
1982,winter,18,33,erio aber,81,,,
1982,winter,18,33,phac ariz,1,,,
1982,winter,18,33,tide sp,1,,,
1982,winter,18,35,desc pinn,62,,,
1982,winter,18,35,erio aber,220,,,
1982,winter,18,35,phac ariz,5,,,
1982,winter,18,53,desc pinn,6,,,
1982,winter,18,53,erio aber,13,,,
1982,winter,18,53,phac ariz,8,,,
1982,winter,18,53,sper echi,1,,,
1982,winter,18,55,desc pinn,91,,,
1982,winter,18,55,eria diff,2,,,
1982,winter,18,55,erio aber,21,,,
1982,winter,18,55,phac ariz,5,,,
1982,winter,18,71,desc pinn,6,,,
1982,winter,18,71,erio aber,23,,,
1982,winter,18,71,lesq gord,1,,,
1982,winter,18,71,mala fend,8,,,
1982,winter,18,71,phac ariz,8,,,
1982,winter,18,71,tide sp,1,,,
1982,winter,18,77,desc pinn,20,,,
1982,winter,18,77,eria diff,7,,,
1982,winter,18,77,erio aber,45,,,
1982,winter,18,77,mala fend,7,,,
1982,winter,18,77,phac ariz,4,,,
1982,winter,18,77,sper echi,1,,,
1982,winter,19,11,bail mult,1,,,
1982,winter,19,11,desc pinn,3,,,
1982,winter,19,11,eria diff,1,,,
1982,winter,19,11,erio aber,75,,,
1982,winter,19,11,hapl grac,1,,,
1982,winter,19,11,mala fend,3,,,
1982,winter,19,11,phac ariz,6,,,
1982,winter,19,17,bail mult,4,,,
1982,winter,19,17,cryp cras,1,,,
1982,winter,19,17,cryp micr,1,,,
1982,winter,19,17,eria diff,48,,,
1982,winter,19,17,erio aber,156,,,
1982,winter,19,17,mala fend,8,,,
1982,winter,19,17,phac ariz,3,,,
1982,winter,19,17,tide sp,4,,,
1982,winter,19,33,cryp cras,1,,,
1982,winter,19,33,desc pinn,1,,,
1982,winter,19,33,eria diff,1,,,
1982,winter,19,33,erio aber,49,,,
1982,winter,19,33,erod cicu,1,,,
1982,winter,19,33,mala fend,1,,,
1982,winter,19,33,phac ariz,2,,,
1982,winter,19,33,tide sp,1,,,
1982,winter,19,35,eria diff,2,,,
1982,winter,19,35,erio aber,10,,,
1982,winter,19,35,mala fend,1,,,
1982,winter,19,35,phac ariz,2,,,
1982,winter,19,35,tide sp,1,,,
1982,winter,19,53,desc pinn,3,,,
1982,winter,19,53,erio aber,49,,,
1982,winter,19,53,lepi lasi,3,,,
1982,winter,19,53,mala fend,1,,,
1982,winter,19,53,phac ariz,4,,,
1982,winter,19,53,tide sp,1,,,
1982,winter,19,55,eria diff,1,,,
1982,winter,19,55,erio aber,7,,,
1982,winter,19,55,erod cicu,1,,,
1982,winter,19,55,mala fend,2,,,
1982,winter,19,55,phac ariz,7,,,
1982,winter,19,71,eria diff,4,,,
1982,winter,19,71,erio aber,14,,,
1982,winter,19,71,lepi lasi,12,,,
1982,winter,19,71,lesq gord,11,,,
1982,winter,19,71,phac ariz,1,,,
1982,winter,19,77,eria diff,3,,,
1982,winter,19,77,erio aber,13,,,
1982,winter,19,77,erod cicu,1,,,
1982,winter,19,77,lepi lasi,7,,,
1982,winter,19,77,lesq gord,1,,,
1982,winter,19,77,phac ariz,11,,,
1982,winter,19,77,tide sp,1,,,
1982,winter,20,11,cryp cras,1,,,
1982,winter,20,11,erio aber,85,,,
1982,winter,20,11,mala fend,1,,,
1982,winter,20,11,phac ariz,10,,,
1982,winter,20,17,brom rube,3,,,
1982,winter,20,17,cryp cras,1,,,
1982,winter,20,17,desc pinn,5,,,
1982,winter,20,17,eria diff,28,,,
1982,winter,20,17,erio aber,177,,,
1982,winter,20,17,lesq gord,1,,,
1982,winter,20,17,mala fend,1,,,
1982,winter,20,17,phac ariz,2,,,
1982,winter,20,17,sper echi,3,,,
1982,winter,20,33,desc pinn,7,,,
1982,winter,20,33,eria diff,6,,,
1982,winter,20,33,erio aber,65,,,
1982,winter,20,33,mala fend,1,,,
1982,winter,20,33,phac ariz,8,,,
1982,winter,20,33,sper echi,3,,,
1982,winter,20,35,desc pinn,23,,,
1982,winter,20,35,eria diff,2,,,
1982,winter,20,35,erio aber,56,,,
1982,winter,20,35,phac ariz,4,,,
1982,winter,20,53,eria diff,3,,,
1982,winter,20,53,erio aber,62,,,
1982,winter,20,53,sper echi,1,,,
1982,winter,20,55,desc pinn,1,,,
1982,winter,20,55,erio aber,22,,,
1982,winter,20,55,phac ariz,1,,,
1982,winter,20,55,sper echi,2,,,
1982,winter,20,71,desc pinn,4,,,
1982,winter,20,71,eria diff,3,,,
1982,winter,20,71,erio aber,67,,,
1982,winter,20,71,sper echi,2,,,
1982,winter,20,77,desc pinn,18,,,
1982,winter,20,77,eria diff,1,,,
1982,winter,20,77,erio aber,59,,,
1982,winter,20,77,mala fend,4,,,
1982,winter,20,77,phac ariz,1,,,
1982,winter,22,11,desc pinn,1,,,
1982,winter,22,11,eria diff,1,,,
1982,winter,22,11,erio aber,20,,,
1982,winter,22,11,lapp redo,6,,,
1982,winter,22,11,mala fend,1,,,
1982,winter,22,11,phac ariz,2,,,
1982,winter,22,17,eria diff,16,,,
1982,winter,22,17,erio aber,14,,,
1982,winter,22,17,tide sp,1,,,
1982,winter,22,33,desc pinn,2,,,
1982,winter,22,33,eria diff,3,,,
1982,winter,22,33,erio aber,48,,,
1982,winter,22,33,mala fend,3,,,
1982,winter,22,35,cryp micr,1,,,
1982,winter,22,35,desc pinn,17,,,
1982,winter,22,35,eria diff,3,,,
1982,winter,22,35,erio aber,35,,,
1982,winter,22,35,mala fend,1,,,
1982,winter,22,53,cryp micr,5,,,
1982,winter,22,53,desc pinn,3,,,
1982,winter,22,53,eria diff,54,,,
1982,winter,22,53,erio aber,117,,,
1982,winter,22,53,gili sinu,16,,,
1982,winter,22,53,mala fend,6,,,
1982,winter,22,53,sper echi,1,,,
1982,winter,22,55,cryp micr,3,,,
1982,winter,22,55,desc pinn,116,,,
1982,winter,22,55,eria diff,31,,,
1982,winter,22,55,erio aber,111,,,
1982,winter,22,55,gili sinu,3,,,
1982,winter,22,71,cryp micr,1,,,
1982,winter,22,71,desc pinn,3,,,
1982,winter,22,71,eria diff,1,,,
1982,winter,22,71,erio aber,8,,,
1982,winter,22,71,gili sinu,1,,,
1982,winter,22,77,bail mult,1,,,
1982,winter,22,77,cryp cras,1,,,
1982,winter,22,77,cryp micr,8,,,
1982,winter,22,77,desc pinn,2,,,
1982,winter,22,77,eria diff,19,,,
1982,winter,22,77,erio aber,132,,,
1982,winter,22,77,gili sinu,1,,,
1982,winter,22,77,hapl grac,1,,,
1982,winter,22,77,mala fend,4,,,
1982,winter,23,11,astr allo,1,,,
1982,winter,23,11,chae stev,1,,,
1982,winter,23,11,cryp cras,1,,,
1982,winter,23,11,desc pinn,36,,,
1982,winter,23,11,eria diff,33,,,
1982,winter,23,11,erio aber,119,,,
1982,winter,23,11,lepi lasi,2,,,
1982,winter,23,11,lesq gord,2,,,
1982,winter,23,11,mala fend,2,,,
1982,winter,23,17,bail mult,1,,,
1982,winter,23,17,cryp micr,9,,,
1982,winter,23,17,eria diff,34,,,
1982,winter,23,17,erio aber,2,,,
1982,winter,23,33,desc pinn,1,,,
1982,winter,23,33,eria diff,7,,,
1982,winter,23,33,erio aber,41,,,
1982,winter,23,33,lesq gord,1,,,
1982,winter,23,33,mala fend,1,,,
1982,winter,23,33,phac ariz,2,,,
1982,winter,23,33,sper echi,2,,,
1982,winter,23,35,chen frem,2,,,
1982,winter,23,35,cryp micr,1,,,
1982,winter,23,35,erio aber,31,,,
1982,winter,23,35,hapl grac,4,,,
1982,winter,23,35,mala fend,1,,,
1982,winter,23,35,phac ariz,1,,,
1982,winter,23,35,tide sp,1,,,
1982,winter,23,53,cryp cras,4,,,
1982,winter,23,53,cryp micr,9,,,
1982,winter,23,53,desc pinn,24,,,
1982,winter,23,53,eria diff,148,,,
1982,winter,23,53,erio aber,42,,,
1982,winter,23,53,hapl grac,2,,,
1982,winter,23,53,mala fend,6,,,
1982,winter,23,53,phac ariz,2,,,
1982,winter,23,55,astr allo,2,,,
1982,winter,23,55,cryp micr,11,,,
1982,winter,23,55,desc pinn,8,,,
1982,winter,23,55,eria diff,51,,,
1982,winter,23,55,erio aber,39,,,
1982,winter,23,55,mala fend,6,,,
1982,winter,23,55,phac ariz,3,,,
1982,winter,23,55,plan purs,2,,,
1982,winter,23,71,cryp micr,1,,,
1982,winter,23,71,desc pinn,2,,,
1982,winter,23,71,eria diff,4,,,
1982,winter,23,71,erio aber,193,,,
1982,winter,23,71,mala fend,4,,,
1982,winter,23,71,phac ariz,4,,,
1982,winter,23,77,desc pinn,2,,,
1982,winter,23,77,eria diff,3,,,
1982,winter,23,77,erio aber,37,,,
1982,winter,23,77,mala fend,3,,,
1982,winter,24,11,chae stev,1,,,
1982,winter,24,11,cryp cras,3,,,
1982,winter,24,11,cryp micr,4,,,
1982,winter,24,11,desc pinn,2,,,
1982,winter,24,11,dith wisl,1,,,
1982,winter,24,11,eria diff,30,,,
1982,winter,24,11,erio aber,100,,,
1982,winter,24,11,mala fend,9,,,
1982,winter,24,11,plag ariz,4,,,
1982,winter,24,17,cryp cras,1,,,
1982,winter,24,17,erio aber,23,,,
1982,winter,24,33,desc pinn,1,,,
1982,winter,24,33,erio aber,9,,,
1982,winter,24,35,cryp cras,2,,,
1982,winter,24,35,eria diff,2,,,
1982,winter,24,35,erio aber,202,,,
1982,winter,24,35,mala fend,4,,,
1982,winter,24,53,bail mult,2,,,
1982,winter,24,53,cryp cras,1,,,
1982,winter,24,53,desc pinn,2,,,
1982,winter,24,53,eria diff,13,,,
1982,winter,24,53,erio aber,101,,,
1982,winter,24,53,lepi lasi,1,,,
1982,winter,24,53,lesq gord,2,,,
1982,winter,24,53,mala fend,16,,,
1982,winter,24,53,phac ariz,1,,,
1982,winter,24,55,cryp cras,1,,,
1982,winter,24,55,desc pinn,4,,,
1982,winter,24,55,eria diff,2,,,
1982,winter,24,55,erio aber,34,,,
1982,winter,24,55,lepi lasi,1,,,
1982,winter,24,55,mala fend,2,,,
1982,winter,24,71,cryp cras,2,,,
1982,winter,24,71,eria diff,1,,,
1982,winter,24,71,erio aber,110,,,
1982,winter,24,71,mala fend,2,,,
1982,winter,24,71,phac ariz,5,,,
1982,winter,24,77,cryp cras,1,,,
1982,winter,24,77,eria diff,3,,,
1982,winter,24,77,erio aber,64,,,
1982,winter,24,77,lepi lasi,6,,,
1982,winter,24,77,mala fend,10,,,
1982,winter,24,77,phac ariz,1,,,
1982,summer,1,13,bout aris,10,,,
1982,summer,1,13,bout barb,1,,,
1982,summer,1,13,erio aber,11,,,
1982,summer,1,13,moll cerv,7,,,
1982,summer,1,13,pect papp,5,,,
1982,summer,1,13,port parv,4,,,
1982,summer,1,15,boer torr,1,,,
1982,summer,1,15,bout aris,3,,,
1982,summer,1,15,moll cerv,10,,,
1982,summer,1,15,moll vert,2,,,
1982,summer,1,15,pect papp,2,,,
1982,summer,1,15,port parv,9,,,
1982,summer,1,15,tide lanu,1,,,
1982,summer,1,31,bout aris,37,,,
1982,summer,1,31,erio aber,10,,,
1982,summer,1,31,pect papp,8,,,
1982,summer,1,31,port parv,2,,,
1982,summer,1,31,tide lanu,1,,,
1982,summer,1,37,bout aris,6,,,
1982,summer,1,37,pect papp,2,,,
1982,summer,1,37,tide lanu,6,,,
1982,summer,1,51,bout aris,26,,,
1982,summer,1,51,erio aber,24,,,
1982,summer,1,51,pect papp,3,,,
1982,summer,1,57,bout aris,2,,,
1982,summer,1,57,bout barb,1,,,
1982,summer,1,57,erio aber,14,,,
1982,summer,1,73,bout aris,10,,,
1982,summer,1,73,erio aber,22,,,
1982,summer,1,75,bout aris,44,,,
1982,summer,1,75,bout barb,1,,,
1982,summer,1,75,erio aber,6,,,
1982,summer,1,75,euph serr,1,,,
1982,summer,1,75,pect papp,6,,,
1982,summer,2,13,bout aris,5,,,
1982,summer,2,13,pect papp,7,,,
1982,summer,2,15,bout aris,1,,,
1982,summer,2,15,erio aber,13,,,
1982,summer,2,15,pect papp,1,,,
1982,summer,2,31,bout aris,7,,,
1982,summer,2,31,erio aber,3,,,
1982,summer,2,31,moll cerv,1,,,
1982,summer,2,31,pect papp,1,,,
1982,summer,2,31,tide lanu,1,,,
1982,summer,2,37,amar palm,49,,,
1982,summer,2,37,boer torr,6,,,
1982,summer,2,37,bout aris,19,,,
1982,summer,2,37,crot pumi,1,,,
1982,summer,2,37,erio aber,1,,,
1982,summer,2,37,moll cerv,2,,,
1982,summer,2,37,moll vert,2,,,
1982,summer,2,37,pani ariz,20,,,
1982,summer,2,37,pect papp,2,,,
1982,summer,2,37,port parv,10,,,
1982,summer,2,37,tide lanu,5,,,
1982,summer,2,51,port parv,1,,,
1982,summer,2,57,aris adsc,2,,,
1982,summer,2,57,boer torr,2,,,
1982,summer,2,57,bout aris,119,,,
1982,summer,2,57,erio aber,12,,,
1982,summer,2,57,moll cerv,11,,,
1982,summer,2,57,port parv,12,,,
1982,summer,2,57,tide lanu,2,,,
1982,summer,2,73,erio aber,11,,,
1982,summer,2,75,bout aris,10,,,
1982,summer,2,75,erio aber,5,,,
1982,summer,2,75,moll cerv,12,,,
1982,summer,2,75,port parv,1,,,
1982,summer,2,75,tide lanu,2,,,
1982,summer,3,13,bout aris,10,,,
1982,summer,3,13,pani ariz,1,,,
1982,summer,3,13,tide lanu,1,,,
1982,summer,3,15,erio aber,1,,,
1982,summer,3,31,bout aris,4,,,
1982,summer,3,31,erio aber,18,,,
1982,summer,3,31,euph micr,2,,,
1982,summer,3,37,aris adsc,1,,,
1982,summer,3,37,bout aris,12,,,
1982,summer,3,37,tide lanu,5,,,
1982,summer,3,51,aris adsc,18,,,
1982,summer,3,51,boer torr,1,,,
1982,summer,3,51,bout aris,62,,,
1982,summer,3,51,erio aber,3,,,
1982,summer,3,51,pani ariz,1,,,
1982,summer,3,51,pect papp,1,,,
1982,summer,3,51,tide lanu,1,,,
1982,summer,3,57,boer torr,1,,,
1982,summer,3,57,bout aris,3,,,
1982,summer,3,57,bout barb,1,,,
1982,summer,3,57,pani ariz,1,,,
1982,summer,3,73,bout aris,63,,,
1982,summer,3,73,erio aber,2,,,
1982,summer,3,75,bout aris,66,,,
1982,summer,3,75,crot pumi,1,,,
1982,summer,3,75,pani ariz,2,,,
1982,summer,3,75,tide lanu,3,,,
1982,summer,4,13,bout aris,16,,,
1982,summer,4,13,bout barb,1,,,
1982,summer,4,13,erio aber,1,,,
1982,summer,4,13,tide lanu,5,,,
1982,summer,4,15,aris adsc,2,,,
1982,summer,4,15,bout aris,24,,,
1982,summer,4,15,bout barb,4,,,
1982,summer,4,15,tide lanu,1,,,
1982,summer,4,31,boer torr,2,,,
1982,summer,4,31,bout aris,89,,,
1982,summer,4,31,bout barb,8,,,
1982,summer,4,31,erio aber,1,,,
1982,summer,4,37,boer torr,1,,,
1982,summer,4,51,bout aris,4,,,
1982,summer,4,51,bout barb,18,,,
1982,summer,4,57,boer torr,1,,,
1982,summer,4,57,bout aris,10,,,
1982,summer,4,57,bout barb,27,,,
1982,summer,4,57,erio aber,3,,,
1982,summer,4,57,tide lanu,2,,,
1982,summer,4,73,aris adsc,1,,,
1982,summer,4,73,boer torr,19,,,
1982,summer,4,73,bout aris,58,,,
1982,summer,4,73,erio aber,4,,,
1982,summer,4,75,aris adsc,1,,,
1982,summer,4,75,boer torr,3,,,
1982,summer,4,75,bout aris,78,,,
1982,summer,4,75,bout barb,25,,,
1982,summer,4,75,erio aber,3,,,
1982,summer,4,75,pani ariz,1,,,
1982,summer,4,75,tide lanu,1,,,
1982,summer,5,13,bout aris,2,,,
1982,summer,5,13,bout barb,4,,,
1982,summer,5,15,bout aris,2,,,
1982,summer,5,15,bout barb,3,,,
1982,summer,5,15,crot pumi,1,,,
1982,summer,5,15,pani ariz,2,,,
1982,summer,5,15,tide lanu,3,,,
1982,summer,5,31,bout aris,2,,,
1982,summer,5,31,erio aber,1,,,
1982,summer,5,37,bout aris,23,,,
1982,summer,5,37,erio aber,18,,,
1982,summer,5,37,tide lanu,1,,,
1982,summer,5,51,bout aris,8,,,
1982,summer,5,57,bout aris,18,,,
1982,summer,5,57,erio aber,1,,,
1982,summer,5,73,erio aber,9,,,
1982,summer,5,75,bout aris,1,,,
1982,summer,5,75,erio aber,17,,,
1982,summer,6,13,bout aris,1,,,
1982,summer,6,13,erio aber,3,,,
1982,summer,6,15,erio aber,1,,,
1982,summer,6,31,bout aris,19,,,
1982,summer,6,31,bout barb,4,,,
1982,summer,6,31,erio aber,3,,,
1982,summer,6,31,pani ariz,10,,,
1982,summer,6,31,pani hirt,15,,,
1982,summer,6,31,tide lanu,1,,,
1982,summer,6,37,bout aris,2,,,
1982,summer,6,51,erio aber,5,,,
1982,summer,6,57,boer torr,2,,,
1982,summer,6,57,bout aris,189,,,
1982,summer,6,57,bout barb,4,,,
1982,summer,6,57,erio aber,12,,,
1982,summer,6,57,euph serr,1,,,
1982,summer,6,57,pani hirt,2,,,
1982,summer,6,57,pect papp,3,,,
1982,summer,6,57,tide lanu,2,,,
1982,summer,6,73,aris adsc,2,,,
1982,summer,6,73,boer torr,6,,,
1982,summer,6,73,bout aris,28,,,
1982,summer,6,73,erio aber,4,,,
1982,summer,6,73,pani ariz,2,,,
1982,summer,6,73,tide lanu,1,,,
