"year","plot","transect","species","point"
1989,1,"SE","unkn forb",179
1989,1,"SE","ephe trif",180
1989,1,"SE","ephe trif",181
1989,1,"SE","ephe trif",182
1989,1,"SE","ephe trif",183
1989,1,"SE","ephe trif",184
1989,1,"SE","unkn forb",185
1989,1,"SE","unkn forb",186
1989,1,"SE","unkn forb",187
1989,1,"SE","bout aris",188
1989,1,"SE","unkn forb",189
1989,1,"SE","unkn forb",190
1989,1,"SE","unkn forb",191
1989,1,"SE","unkn forb",192
1989,1,"SE","unkn forb",193
1989,1,"SE","bout aris",194
1989,1,"SE","bout aris",195
1989,1,"SE","bout aris",196
1989,1,"SE","bout aris",197
1989,1,"SE","unkn forb",199
1989,1,"SE","unkn forb",200
1989,1,"SE","bout aris",201
1989,1,"SE","unkn forb",202
1989,1,"SE","bout aris",203
1989,1,"SE","unkn forb",204
1989,1,"SE","guti saro",205
1989,1,"SE","guti saro",206
1989,1,"SE","guti saro",207
1989,1,"SE","pani hirt",208
1989,1,"SE","guti saro",209
1989,1,"SE","guti saro",210
1989,1,"SE","pani hirt",211
1989,1,"SE","unkn forb",212
1989,1,"SE","bout aris",213
1989,1,"SE","unkn forb",215
1989,1,"SE","muhl port",216
1989,1,"SE","unkn forb",217
1989,1,"SE","aris adsc",218
1989,1,"SE","unkn forb",219
1989,1,"SE","guti saro",220
1989,1,"SE","unkn forb",221
1989,1,"SE","bout aris",222
1989,1,"SE","bout aris",223
1989,1,"SE","bout aris",224
1989,1,"SE","bout aris",225
1989,1,"SE","bout aris",226
1989,1,"SE","bout aris",228
1989,1,"SE","pani hirt",230
1989,1,"SE","unkn forb",231
1989,1,"SE","unkn forb",232
1989,1,"SE","bout aris",233
1989,1,"SE","guti saro",234
1989,1,"SE","unkn forb",235
1989,1,"SE","unkn forb",236
1989,1,"SE","bout aris",237
1989,1,"SE","bout aris",238
1989,1,"SE","guti saro",240
1989,1,"SE","unkn forb",241
1989,1,"SE","bout aris",242
1989,1,"SE","bout aris",243
1989,1,"SE","bout aris",244
1989,1,"SE","aris adsc",245
1989,1,"SE","bout aris",246
1989,1,"SE","bout aris",247
1989,1,"SE","bout aris",248
1989,1,"SE","aris adsc",249
1989,1,"SE","bout aris",250
1989,1,"SW","unkn forb",1
1989,1,"SW","unkn forb",2
1989,1,"SW","unkn forb",3
1989,1,"SW","unkn forb",4
1989,1,"SW","unkn forb",5
1989,1,"SW","aris adsc",6
1989,1,"SW","guti saro",7
1989,1,"SW","unkn forb",8
1989,1,"SW","unkn forb",9
1989,1,"SW","unkn forb",10
1989,1,"SW","unkn forb",11
1989,1,"SW","pani ariz",12
1989,1,"SW","unkn forb",13
1989,1,"SW","unkn forb",14
1989,1,"SW","pani ariz",15
1989,1,"SW","unkn forb",16
1989,1,"SW","unkn forb",17
1989,1,"SW","unkn forb",18
1989,1,"SW","unkn forb",19
1989,1,"SW","unkn forb",20
1989,1,"SW","unkn forb",21
1989,1,"SW","unkn forb",22
1989,1,"SW","unkn forb",23
1989,1,"SW","bout aris",24
1989,1,"SW","unkn forb",25
1989,1,"SW","unkn forb",26
1989,1,"SW","unkn forb",27
1989,1,"SW","unkn forb",28
1989,1,"SW","unkn forb",29
1989,1,"SW","unkn forb",30
1989,1,"SW","unkn forb",32
1989,1,"SW","unkn forb",33
1989,1,"SW","unkn forb",34
1989,1,"SW","unkn forb",35
1989,1,"SW","unkn forb",36
1989,1,"SW","unkn forb",37
1989,1,"SW","unkn forb",38
1989,1,"SW","unkn forb",39
1989,1,"SW","pani hirt",40
1989,1,"SW","unkn forb",41
1989,1,"SW","unkn forb",42
1989,1,"SW","unkn forb",43
1989,1,"SW","unkn forb",44
1989,1,"SW","unkn forb",45
1989,1,"SW","guti saro",46
1989,1,"SW","guti saro",47
1989,1,"SW","guti saro",48
1989,1,"SW","guti saro",49
1989,1,"SW","guti saro",50
1989,1,"SW","unkn forb",51
1989,1,"SW","unkn forb",52
1989,1,"SW","unkn forb",53
1989,1,"SW","unkn forb",55
1989,1,"SW","unkn forb",56
1989,1,"SW","unkn forb",57
1989,1,"SW","unkn forb",58
1989,1,"SW","unkn forb",60
1989,1,"SW","unkn forb",61
1989,1,"SW","unkn forb",64
1989,1,"SW","unkn forb",66
1989,1,"SW","unkn forb",67
1989,1,"SW","unkn forb",68
1989,1,"SW","unkn forb",69
1989,1,"SW","unkn forb",70
1989,1,"SW","unkn forb",71
1989,1,"SW","unkn forb",72
1989,1,"SW","unkn forb",73
1989,1,"SW","unkn forb",74
1989,1,"SW","unkn forb",75
1989,1,"SW","unkn forb",76
1989,1,"SW","unkn forb",77
1989,1,"SW","unkn forb",78
1989,1,"SW","unkn forb",79
1989,1,"SW","unkn forb",80
1989,1,"SW","unkn forb",83
1989,1,"SW","unkn forb",84
1989,1,"SW","unkn forb",85
1989,1,"SW","unkn forb",86
1989,1,"SW","unkn forb",87
1989,1,"SW","unkn forb",88
1989,1,"SW","unkn forb",89
1989,1,"SW","unkn forb",92
1989,1,"SW","unkn forb",93
1989,1,"SW","unkn forb",94
1989,1,"SW","unkn forb",96
1989,1,"SW","unkn forb",97
1989,1,"SW","pani hirt",98
1989,1,"SW","unkn forb",99
1989,1,"SW","unkn forb",100
1989,1,"SW","unkn forb",101
1989,1,"SW","unkn forb",102
1989,1,"SW","unkn forb",103
1989,1,"SW","unkn forb",104
1989,1,"SW","unkn forb",105
1989,1,"SW","unkn forb",108
1989,1,"SW","unkn forb",109
1989,1,"SW","unkn forb",110
1989,1,"SW","unkn forb",111
1989,1,"SW","unkn forb",113
1989,1,"SW","unkn forb",114
1989,1,"SW","pani hirt",115
1989,1,"SW","unkn forb",116
1989,1,"SW","unkn forb",117
1989,1,"SW","unkn forb",118
1989,1,"SW","unkn forb",119
1989,1,"SW","unkn forb",120
1989,1,"SW","unkn forb",121
1989,1,"SW","unkn forb",123
1989,1,"SW","unkn forb",124
1989,1,"SW","unkn forb",125
1989,1,"SW","bout aris",127
1989,1,"SW","unkn forb",128
1989,1,"SW","unkn forb",129
1989,1,"SW","unkn forb",130
1989,1,"SW","unkn forb",131
1989,1,"SW","bout aris",132
1989,1,"SW","unkn forb",134
1989,1,"SW","unkn forb",135
1989,1,"SW","unkn forb",136
1989,1,"SW","unkn forb",137
1989,1,"SW","unkn forb",138
1989,1,"SW","ephe trif",140
1989,1,"SW","ephe trif",141
1989,1,"SW","ephe trif",142
1989,1,"SW","pani hirt",143
1989,1,"SW","unkn forb",144
1989,1,"SW","unkn forb",145
1989,1,"SW","unkn forb",146
1989,1,"SW","unkn forb",148
1989,1,"SW","unkn forb",149
1989,1,"SW","unkn forb",151
1989,1,"SW","unkn forb",152
1989,1,"SW","unkn forb",153
1989,1,"SW","aris adsc",154
1989,1,"SW","unkn forb",155
1989,1,"SW","unkn forb",156
1989,1,"SW","unkn forb",157
1989,1,"SW","unkn forb",158
1989,1,"SW","chlo virg",161
1989,1,"SW","unkn forb",162
1989,1,"SW","unkn forb",163
1989,1,"SW","unkn forb",164
1989,1,"SW","unkn forb",166
1989,1,"SW","unkn forb",167
1989,1,"SW","unkn forb",168
1989,1,"SW","unkn forb",169
1989,1,"SW","unkn forb",170
1989,1,"SW","unkn forb",172
1989,1,"SW","unkn forb",173
1989,1,"SW","unkn forb",174
1989,1,"SW","unkn forb",175
1989,1,"SW","unkn forb",177
1989,1,"SW","unkn forb",178
1989,1,"SW","unkn forb",181
1989,1,"SW","unkn forb",182
1989,1,"SW","unkn forb",183
1989,1,"SW","unkn forb",185
1989,1,"SW","unkn forb",187
1989,1,"SW","guti saro",190
1989,1,"SW","guti saro",191
1989,1,"SW","guti saro",192
1989,1,"SW","guti saro",193
1989,1,"SW","guti saro",196
1989,1,"SW","guti saro",197
1989,1,"SW","guti saro",198
1989,1,"SW","unkn forb",199
1989,1,"SW","unkn forb",204
1989,1,"SW","unkn forb",206
1989,1,"SW","unkn forb",210
1989,1,"SW","unkn forb",211
1989,1,"SW","bout aris",213
1989,1,"SW","unkn forb",216
1989,1,"SW","unkn forb",217
1989,1,"SW","unkn forb",218
1989,1,"SW","bout aris",220
1989,1,"SW","unkn forb",221
1989,1,"SW","aris adsc",222
1989,1,"SW","aris adsc",224
1989,1,"SW","aris adsc",225
1989,1,"SW","aris adsc",226
1989,1,"SW","aris adsc",227
1989,1,"SW","aris adsc",229
1989,1,"SW","unkn forb",230
1989,1,"SW","aris adsc",232
1989,1,"SW","zinn sp",233
1989,1,"SW","aris adsc",235
1989,1,"SW","guti saro",236
1989,1,"SW","guti saro",237
1989,1,"SW","unkn forb",238
1989,1,"SW","unkn forb",239
1989,1,"SW","bout aris",242
1989,1,"SW","pani ariz",244
1989,1,"SW","bout aris",245
1989,1,"SW","unkn forb",246
1989,1,"SW","bout aris",247
1989,1,"SW","unkn forb",248
1989,1,"SW","unkn forb",249
1989,1,"SW","unkn forb",250
1989,2,"NE","bout aris",1
1989,2,"NE","bout aris",2
1989,2,"NE","bout aris",4
1989,2,"NE","bout aris",5
1989,2,"NE","bout aris",6
1989,2,"NE","unkn forb",8
1989,2,"NE","bout aris",9
1989,2,"NE","bout aris",13
1989,2,"NE","bout aris",14
1989,2,"NE","bout aris",17
1989,2,"NE","pani ariz",18
1989,2,"NE","unkn forb",19
1989,2,"NE","unkn forb",20
1989,2,"NE","unkn forb",21
1989,2,"NE","bout aris",22
1989,2,"NE","pani ariz",23
1989,2,"NE","bout aris",24
1989,2,"NE","unkn forb",26
1989,2,"NE","unkn forb",27
1989,2,"NE","unkn forb",28
1989,2,"NE","ephe trif",29
1989,2,"NE","ephe trif",30
1989,2,"NE","erag lehm",31
1989,2,"NE","guti saro",32
1989,2,"NE","guti saro",33
1989,2,"NE","guti saro",34
1989,2,"NE","guti saro",35
1989,2,"NE","unkn forb",36
1989,2,"NE","unkn forb",38
1989,2,"NE","unkn forb",40
1989,2,"NE","bout aris",41
1989,2,"NE","unkn forb",43
1989,2,"NE","bout aris",44
1989,2,"NE","guti saro",45
1989,2,"NE","guti saro",46
1989,2,"NE","unkn forb",47
1989,2,"NE","unkn forb",50
1989,2,"NE","unkn forb",52
1989,2,"NE","bout aris",53
